program,version_label,academic_year,level,semester,module_code,module_title,row_type,subject_or_department,credits,weeks,marks,total_hours,source_id,source_url,access_date,confidence,notes
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 4","Semester VII","PS/IC 4105","Patient safety and infection control","module","","1","longitudinal","25","","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 4","Semester VII","ELE","Elective Modules","module","","1","longitudinal","25","","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 4","Semester VII","","Integrated longitudinal Modules","module","","0.5","longitudinal","12.5","","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 4","Semester VII","","Semester total","semester_total","","21.5","16","500","342","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 4","Semester VIII","GE/URIN 4201","Renal and urinary diseases and andrology","module","","5.5","5","137.5","99","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 4","Semester VIII","OBS/FAML 4202","Obstetrics and family medicine","module","","6.5","5","162.5","117","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 4","Semester VIII","GIT/HEPT/ID 4203","Gastroentrology Hepatology and infectious diseases","module","","8","6","200","144","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high","Source spelling retained"
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 4","Semester VIII","ELE","Elective Modules","module","","1","longitudinal","25","","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 4","Semester VIII","","Integrated longitudinal Modules","module","","0.5","longitudinal","12.5","","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 4","Semester VIII","","Semester total","semester_total","","21.5","16","500","360","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 5","Semester IX","PSYCH/NEUE/NEUS 5101","Psychiatry and neurology","module","","6","5","150","108","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high","Code retains source spelling NEUE"
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 5","Semester IX","ENT 5102","Ear Nose and Throat","module","","4.5","4","112.5","81","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 5","Semester IX","PEDIA/PLAST 5103","Pediatric and plastic surgery","module","","1.5","2","37.5","27","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 5","Semester IX","OPHTH 5104","Ophthalmology","module","","5","5","125","90","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 5","Semester IX","ETHICS 5105","Ethical and legal issues in medical practice","module","","1","longitudinal","25","","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 5","Semester IX","ELE","Elective Modules","module","","1","longitudinal","25","","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 5","Semester IX","","Integrated longitudinal Modules","module","","0.5","longitudinal","12.5","","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 5","Semester IX","","Semester total","semester_total","","19.5","16","450","306","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 5","Semester X","EMERG 5201","Emergency and critical care","module","","7","6","175","126","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 5","Semester X","VAS 5202","Vascular surgery","module","","1","1","25","18","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 5","Semester X","ORTH/RHEM 5203","Orthopedics and Rheumatology","module","","5","4","125","90","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 5","Semester X","FORE/TOX 5204","Forensic medicine and Toxicology","module","","6","5","150","108","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 5","Semester X","ELE","Elective Modules","module","","1","longitudinal","25","","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 5","Semester X","","Integrated longitudinal Modules","module","","0.5","longitudinal","12.5","","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Level 5","Semester X","","Semester total","semester_total","","20.5","16","475","342","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high",""
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Program total","","","First stage total","stage_total","","101.5","","2400","","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high","First stage comprises 49.5 percent of program credits per source"
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Program total","","","Second stage total","stage_total","","103.5","","2400","","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high","Second stage comprises 50.5 percent of program credits per source"
"Distinguished 5+2 credit-hour program","5+2 scientific content document; program title page says Bachelor degree 2018-2019","2018-2019","Program total","","","Whole program total","program_total","","205","","4800","","S4","https://mu.menofia.edu.eg/med/INTMED/View/190277/ar","2026-08-26","high","Source says 205 credit hours"
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 1","","MFM-I 01","Anatomy & Embryology I","course","","","30","250","240","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high",""
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 1","","MFM-I 02","Histology I","course","","","30","150","120","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high",""
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 1","","MFM-I 03","Physiology & Biophysics I","course","","","30","250","210","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high",""
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 1","","MFM-I 04","Biochemistry I","course","","","30","150","135","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high",""
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 1","","MFM-I 05","English","course","","","30","30","30","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high","Marks not added per source"
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 1","","","Computer","course","","","30","","30","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","medium","Hours table lists Computer after English; code not printed"
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 1","","MU-HR","Human rights","course","","","30","30","30","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high","Marks not added per source"
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 2","","MFM-II 01","Anatomy & Embryology II","course","","","30","250","240","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high",""
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 2","","MFM-II 02","Histology II","course","","","30","150","120","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high",""
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 2","","MFM-II 03","Physiology & Biophysics II","course","","","30","250","210","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high",""
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 2","","MFM-II 04","Biochemistry II","course","","","30","150","135","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high",""
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 2","","MFM-II 05","Psychology and Behavioral medicine","course","","","30","50","30","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high","Only written exam per source"
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 3","","MFM-III 01","Pathology","course","","","30","300","240","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high",""
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 3","","MFM-III 02","Pharmacology","course","","","30","300","180","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high",""
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 3","","MFM-III 03","Microbiology & Immunology","course","","","30","200","150","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high",""
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 3","","MFM-III 04","Parasitology","course","","","30","150","120","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high",""
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 4","","MFM-IV 01","Ophthalmology","course","","","32","250","160","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high",""
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 4","","MFM-IV 02","E.N.T","course","","","32","200","104","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high",""
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 4","","MFM-IV 03","Forensic medicine & Toxicology","course","","","32","200","160","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high",""
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 4","","MFM-IV 04","Community medicine","course","","","32","300","208","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high",""
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 5","","MFM-V 01","Internal medicine","course","","","36","900","456","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high",""
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 5","","MFM-V 02","Pediatrics","course","","","36","500","228","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high",""
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 6","","MFM-VI 01","General Surgery","course","","","36","900","456","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high",""
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Year 6","","MFM-VI 02","Obstetrics & Gynecology","course","","","36","500","208","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high",""
"M.B.B.Ch traditional specification","M.B.B.Ch Program & course specifications 2010","2010","Program total","","","Whole program total","program_total","","","","6350","4250","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","high","Source page labels this as before 2010 but PDF title and faculty-council approval say 2010"
"M.B.B.Ch 6+1 specification","Scanned M.B.B.Ch Program & Course Specifications From 2011-2025; last reviewed 2025","2011-2025","Year 1","","","Year 1 total","program_structure","","","","800","795","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","medium","Visual/OCR extraction from image-only PDF"
"M.B.B.Ch 6+1 specification","Scanned M.B.B.Ch Program & Course Specifications From 2011-2025; last reviewed 2025","2011-2025","Year 2","","","Year 2 total","program_structure","","","","850","735","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","medium","Visual/OCR extraction from image-only PDF"
"M.B.B.Ch 6+1 specification","Scanned M.B.B.Ch Program & Course Specifications From 2011-2025; last reviewed 2025","2011-2025","Year 3","","","Year 3 total","program_structure","","","","950","690","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","medium","Visual/OCR extraction from image-only PDF"
"M.B.B.Ch 6+1 specification","Scanned M.B.B.Ch Program & Course Specifications From 2011-2025; last reviewed 2025","2011-2025","Pre-clinical total","","","Pre-clinical total","stage_total","","","","2600","2220","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","medium","Years 1-3"
"M.B.B.Ch 6+1 specification","Scanned M.B.B.Ch Program & Course Specifications From 2011-2025; last reviewed 2025","2011-2025","Year 4","","","Year 4 total","program_structure","","","","1000","710","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","medium","Visual/OCR extraction from image-only PDF"
"M.B.B.Ch 6+1 specification","Scanned M.B.B.Ch Program & Course Specifications From 2011-2025; last reviewed 2025","2011-2025","Year 5","","","Year 5 total","program_structure","","","","1450","714","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","medium","Visual/OCR extraction from image-only PDF"
"M.B.B.Ch 6+1 specification","Scanned M.B.B.Ch Program & Course Specifications From 2011-2025; last reviewed 2025","2011-2025","Year 6","","","Year 6 total","program_structure","","","","1450","714","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","medium","Visual/OCR extraction from image-only PDF"
"M.B.B.Ch 6+1 specification","Scanned M.B.B.Ch Program & Course Specifications From 2011-2025; last reviewed 2025","2011-2025","Clinical total","","","Clinical total","stage_total","","","","3900","2138","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","medium","Years 4-6"
"M.B.B.Ch 6+1 specification","Scanned M.B.B.Ch Program & Course Specifications From 2011-2025; last reviewed 2025","2011-2025","Program total","","","Whole program total","program_total","","","","6500","4358","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","medium","Program is 6 years plus PRHO year"
"M.B.B.Ch 6+1 specification","Scanned M.B.B.Ch Program & Course Specifications From 2011-2025; last reviewed 2025","2011-2025","Year 6","","MFM-VI 01","General Surgery","course","","","22 clinical weeks","900","436","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","medium","Visual extraction: 216 theoretical hours and 220 practical/clinical hours"
"M.B.B.Ch 6+1 specification","Scanned M.B.B.Ch Program & Course Specifications From 2011-2025; last reviewed 2025","2011-2025","Year 6","","MFM-VI 02","Obstetrics & Gynecology","course","","","10 clinical weeks","500","208","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","medium","Visual extraction: 108 theoretical hours and 100 practical/clinical hours"
"M.B.B.Ch 6+1 specification","Scanned M.B.B.Ch Program & Course Specifications From 2011-2025; last reviewed 2025","2011-2025","Year 6","","MFM-VI 03","Family medicine 3","course","","","longitudinal","50","70","S8","https://mu.menofia.edu.eg/med/View/129607/ar","2026-08-26","medium","Visual extraction: 30 theoretical hours and 40 practical/clinical/field-training hours"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- ANAT 101","Anatomy& embryology(1)","legacy_course","","2.5","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- PHYS102","Physiology(1)","legacy_course","","6","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- HIST 103","Histology(1)","legacy_course","","4","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- BIO104","Biochemistry(1)","legacy_course","","3","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- CBL 106","Community Based Learning 1","legacy_course","","1","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- ANAT107","Anatomy& embryology 2","legacy_course","","6","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- ANAT101"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- PHYS108","Physiology 2","legacy_course","","3.5","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- PHYS102"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- HIST 109","Histology 2","legacy_course","","3","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- HIST103"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- BIO110","Biochemistry 2","legacy_course","","4","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- BIO104"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- COM 111","Community 1","legacy_course","","2","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP-CBL 112","Community Based Learning 2","legacy_course","","1","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP-ANAT201","Anatomy 3","legacy_course","","6.5","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- ANAT101"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- PHYS202","Physiology 3","legacy_course","","6","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- PHYS102"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- HIST 203","Histology 3","legacy_course","","3","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- HIST103"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- BIO204","Biochemistry 3","legacy_course","","2.5","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- BIO104"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- PB 205","Psychology & Behavioral sciences","legacy_course","","2","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- CBL 206","Community Based Learning 3","legacy_course","","1","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP-ANAT207","Anatomy 4","legacy_course","","8","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- ANAT101"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- PHYS208","Physiology 4","legacy_course","","6","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- PHYS102"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- HIST 209","Histology 4","legacy_course","","2","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- HIST103"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- BIO210","Biochemistry 4","legacy_course","","4","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- BIO104"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- CBL 211","Community Based Learning 4","legacy_course","","1","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP-PATH301","Pathology 1","legacy_course","","6","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- MICR 302","Microbiology 1","legacy_course","","4","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- PARA303","Parasitology 1","legacy_course","","3","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- CBL 304","Community Based Learning 5","legacy_course","","1","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP-PHAR 305","Pharmacology 1","legacy_course","","3","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- MICR 306","Microbiology 2","legacy_course","","4","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- MICR302"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP-PARA 307","Parasitology 2","legacy_course","","3","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- COM 308","Community 2","legacy_course","","5","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- CBL 309","Community Based Learning 6","legacy_course","","1","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- UN 01","Computer","university_requirement","","2","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","medium","Parser suggests total 2"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- UN 02","Human rights","university_requirement","","2","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","First stage","","MMIP- EN 105","English","university_requirement","","2","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP- OPHT 401","ophthalmology","legacy_course","","8","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP- ENT402","Otorhinolaryngology","legacy_course","","6","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","FAML 403","Family medicine 1","legacy_course","","3","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP- TOX404","Toxicology","legacy_course","","3","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP-PATH405","Pathology 2","legacy_course","","1","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- PATH 301"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP- PHAR 406","Pharmacology 2","legacy_course","","1","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high","Prerequisite MMIP- PHAR 305"
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP- FORE 407","Forensic","legacy_course","","3","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP- COM 408","Community 3","legacy_course","","4","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP- INTM 409","Medicine I","legacy_course","","4","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP- SURG 410","Surgery I","legacy_course","","4","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
"Legacy distinguished MMIP course table","Official INTMED course page; no publication year on page","undated","Second stage","","MMIP- GYN 501","Gynecology","legacy_course","","8","","","","S5","https://mu.menofia.edu.eg/med/INTMED/View/69731/ar","2026-08-26","high",""
